scientific_name,korean_name
Septifer excisus,남방담치
Barbatia virescens,복털조개
Verilarca interplicata,주름복털조개
Limopsis crenata,작은흰바탕무늬조개
Limopsis japonica,흰바탕무늬조개
Glycymeris albolineata,속갈색조개
Glycymeris imperialis,이랑줄조개
Glycymeris yessoensis,북방밤색무늬조개
Isognomon isognomon,말다래조개
Atrina pectinata,키조개
Atrina vexillum,개젖키조개
Lima vulgatula,작은개가리비
Lima fujitai,삼태기개가리비
Ctenoides lischkei,빗개가리비
Limaria basilanica,외투조개
Neopycnodonte cochlear,주름꼬마굴
Saccostrea cucullata,재석굴
Plicatula australis,굵은줄돌굴붙이
Plicatula horrida,잔줄돌굴붙이
Argopecten irradians irradians,대서양해만가리비
Chlamys asperulata,붉은점가리비
Chlamys chosenica,한국가리비
Chlamys cosibensis,귀가리비
Chlamys farreri,파래가리비
Chlamys larvata,갈매기무늬붉은비늘가리비
Patinopecten tokyoensis,동경가리비
Pecten albicans albicans,국자가리비
Pecten excavatus,줄무늬가리비
Chorebus (Chorebus) uliginosus,습지장승입고치벌
Chorebus (Stiphrocera) avestus,검정입굴장승입고치벌
Epoicocladius wontongensis,원통에포깃깔따구
Eukiefferiella coerulescens,곤봉팥눈깔따구
Eukiefferiella mongolteus,몽고팥눈깔따구
Orthocladius chuzeseptimus,쭈제깃깔따구
Orthocladius injenus,인제깃깔따구
Orthocladius ulaanbaatus,울란바트깃깔따구
Paratrichocladius triannulatus,세마디긴털깔따구
Rheocricotopus jeonjuensis,전주유아기깔따구
Ablabesmyia yongi,용알락깔따구
Reomyia koreana,한국진흙늪깔따구
Sminthurus serrulatus,톱니깃털둥근톡토기
Aristotelia nesiotatos,서해외줄수염뿔나방
Wockia koreana,소쿠리나방
Adela nobilis,노란털비단긴수염나방
Caloptilia yasudai,노란이빨가는나방
Chrysaster hagicola,참싸리가는나방
Phyllonorycter similis,시밀리가는나방
Stathmopoda haematosema,털다리꼭지나방
Melittia inouei,털보다리유리나방
Phragmataecia pygmaea,회색굴벌레나방
Archips capsigerana,큰주름잎말이나방
Archips crataegana,뿔무늬잎말이나방
Archips dichotoma,진검모무늬잎말이나방
Archips fuscocupreanus,검모무늬잎말이나방
Archips ingentana,왕사과잎말이나방
Archips nigricaudana,흰꼬리잎말이나방
Archips oporana,솔잎말이나방
Archips subrufana,한국잎말이나방
Capua vulgana,긴주름잎말이나방
Cochylis hybridella,꼬마무늬가는잎말이나방
Oidaematophorus iwatensis,긴털날개나방
Bostra nanalis,보라비단명나방
Hypsopygia iwamotoi,노랑띠애기비단명나방
Hypsopygia kawabei,회색애기비단명나방
Stericta kogii,타이형집명나방
Cryptoblabes bistriga,흰빗줄알락명나방
Cadra cautella,줄알락명나방
Acrobasis squalidella,통알락명나방
Pyla manifestella,검붉은알락명나방
Euzophera batangensis,밤알락명나방
Myelois cribrella,점박이알락명나방
Pempelia ellenella,가는줄알락명나방
Phycitodes subcretacellus,앞흰줄알락명나방
Pyla subcognata,쌍줄알락명나방
Chilo christophi,큰이화명나방
Chilo hyrax,나도이화명나방
Crambus pseudargyrophorus,엷은테풀명나방
Elophila turbata,얼룩애기물명나방
Elophila fengwhanalis,벼물명나방
Elophila interruptalis,연물명나방
Elophila sinicalis,흰점노랑물명나방
Parapoynx ussuriensis,우수리물명나방
Parapoynx vittalis,애벼물명나방
Parthenodes bifurcalis,흰눈물명나방
Glyphodes duplicalis,띠무늬들명나방
Loxostege sticticalis,깃노랑줄들명나방
Omiodes indicatus,세줄콩들명나방
Omiodes noctescens,노랑다리들명나방
Omiodes poenonalis,세줄꼬마들명나방
Omiodes similis,먹세줄들명나방
Omiodes tristrialis,흰다리들명나방
Pagyda ochrealis,큰노랑들명나방
Sclerocona acutellus,갈대노랑들명나방
Syllepte fuscomarginalis,깃검은들명나방
Syllepte invalidalis,큰연무늬들명나방
Syllepte pallidinotalis,연무늬들명나방
Syllepte segnalis,달무늬들명나방
Syllepte taiwanalis,대만들명나방
Mecyna tricolor,흰무늬들명나방
Tenomerga anguliscutis,곰보벌레
Abroscelis anchoralis,닻무늬길앞잡이
Carabus arvensis conciliator,두만강딱정벌레
Carabus arvensis faldermanni,백두산딱정벌레
Carabus granulatus telluris,혹줄딱정벌레
Coptolabrus jankowskii chindoensis,진도멋쟁이딱정벌레
Coptolabrus jankowskii fallettii,주왕멋쟁이딱정벌레
Coptolabrus jankowskii fusanus,부산멋쟁이딱정벌레
Coptolabrus jankowskii jankowskii,멋쟁이딱정벌레
Coptolabrus jankowskii kojensis,거제멋쟁이딱정벌레
Coptolabrus jankowskii obtusipennis,지리멋쟁이딱정벌레
Coptolabrus jankowskii quelpartianus,제주멋쟁이딱정벌레
Coptolabrus jankowskii taebeagsanensis,강원멋쟁이딱정벌레
Coptolabrus smaragdinus branickii,진홍단딱정벌레
Coptolabrus smaragdinus dolichognathus,북홍단딱정벌레
Coptolabrus smaragdinus euviridis,상재홍단딱정벌레
Coptolabrus smaragdinus hoenggandoensis,추자홍단딱정벌레
Coptolabrus smaragdinus hongdoensis,홍도홍단딱정벌레
Coptolabrus smaragdinus mandschuricus,만주홍단딱정벌레
Coptolabrus smaragdinus monilifer,제주홍단딱정벌레
Coptolabrus smaragdinus pinganensis,평안홍단딱정벌레
Coptolabrus smaragdinus sungkii,승기홍단딱정벌레
Coptolabrus smaragdinus yanggangensis,양강홍단딱정벌레
Coptolabrus smaragdinus yichunensis,위천홍단딱정벌레
Eucarabus (Parhomopterus) angustus,산우리딱정벌레
Eucarabus (Parhomopterus) billbergi billbergi,북방우리딱정벌레
Eucarabus (Parhomopterus) billbergi coreicola,아무르딱정벌레
Eucarabus (Parhomopterus) billbergi lupisylvaticus,낭림우리딱정벌레
Eucarabus (Parhomopterus) cartereti cartereti,강원우리딱정벌레
Eucarabus (Parhomopterus) cartereti ronkayi,금강우리딱정벌레
Eucarabus (Parhomopterus) manifestus guanmenshanus,서울우리딱정벌레
Eucarabus (Parhomopterus) manifestus pyonganicola,평안우리딱정벌레
Eucarabus (Parhomopterus) namhaedoensis,남해우리딱정벌레
Eucarabus (Parhomopterus) nitididorsus nitididorsus,지리우리딱정벌레
Eucarabus (Parhomopterus) nitididorsus paegunsanus,백운우리딱정벌레
Eucarabus (Parhomopterus) pawlowskianus chasonggunensis,차송우리딱정벌레
Eucarabus (Parhomopterus) pawlowskianus pawlowskianus,묘향우리딱정벌레
Eucarabus (Parhomopterus) pawlowskianus peregrinus,북수백우리딱정벌레
Eucarabus sternbergi gureopensis,굴업우리딱정벌레
Eucarabus (Parhomopterus) sternbergi honamensis,호남우리딱정벌레
Eucarabus (Parhomopterus) sternbergi huchangensis,후창우리딱정벌레
Eucarabus (Parhomopterus) sternbergi palgongsanensis,팔공우리딱정벌레
Eucarabus (Parhomopterus) sternbergi schnelli,송계우리딱정벌레
Eucarabus (Parhomopterus) sternbergi sobaeksanensis,소백우리딱정벌레
Eucarabus (Parhomopterus) sternbergi sternbergi,우리딱정벌레
Eucarabus (Parhomopterus) sternbergi tongdosanus,통도우리딱정벌레
Eucarabus (Parhomopterus) sternbergi touzalini,제주우리딱정벌레
Eucarabus (Parhomopterus) szeli,연사우리딱정벌레
Nebria (Boreonebria) simulator,고구려가슴먼지벌레
Dyschirius (Dyschiriodes) aeneus ovicollis,알가슴먼지벌레
Dyschirius (Dyschiriodes) cheloscelis,투구알가슴먼지벌레
Dyschirius (Dyschiriodes) fassatii,청진알가슴먼지벌레
Dyschirius (Eudyschirius) ordinatus,별알가슴먼지벌레
Dyschirius (Dyschiriodes) tristis,세알가슴먼지벌레
Dyschirius (Eudyschirius) globosus,꼬마별알가슴먼지벌레
Blemus discus,흑점꼬마먼지벌레
Pterostichus (Koreonialoe) teretis,원길쭉먼지벌레
Pterostichus (Koreonialoe) vicinus,닮은길쭉먼지벌레
Pterostichus (Koreonialoe) woongbii,웅비길쭉먼지벌레
Agonum (Agonum) impressus,납작먼지벌레
Agonum (Olisares) mandli,진부납작먼지벌레
Agonum (Europhilus) bellicum,애기납작먼지벌레
Agonum (Sericoda) quadriimpressus,넉점박이먼지벌레
Platynus (Platynus) assimilis,어리큰납작먼지벌레
Platynus (Pseudoplatynus) magnus,큰납작먼지벌레
Platynus (Pseudoplatynus) protensus,꼬마큰납작먼지벌레
Harpalus (Harpalus) affinis,구주머리먼지벌레
Harpalus (Harpalus) amplicolis,어깨머리먼지벌레
Harpalus (Harpalus) egorovi,극동머리먼지벌레
Harpalus (Harpalus) corporosus,검은머리먼지벌레
Harpalus (Harpalus) froelichii,들판머리먼지벌레
Harpalus (Harpalus) tichonis,산마루머리먼지벌레
Harpalus (Harpalus) zabroides,국경머리먼지벌레
Harpalus (Harpalus) crates,한국머리먼지벌레
Harpalus (Harpalus) bungii,애기민머리먼지벌레
Harpalus (Harpalus) chasanensis,자산머리먼지벌레
Harpalus (Harpalus) modestus,민머리먼지벌레
Harpalus (Harpalus) tarsalis,애머리먼지벌레
Harpalus (Harpalus) major,하늘머리먼지벌레
Harpalus (Harpalus) longipalmatus,섬머리먼지벌레
Harpalus (Harpalus) latus,산머리먼지벌레
Harpalus (Harpalus) solitaris,천지머리먼지벌레
Harpalus (Harpalus) ussuriensis,북해머리먼지벌레
Harpalus (Harpalus) nigrans,흑머리먼지벌레
Harpalus (Harpalus) pallidipennis,알락머리먼지벌레
Harpalus (Harpalus) davidianus,북경머리먼지벌레
Harpalus (Harpalus) distinguendus kidanicus,초록머리먼지벌레
Harpalus (Harpalus) rubripes,백두머리먼지벌레
Harpalus (Harpalus) laevipes,온달머리먼지벌레
Harpalus (Harpalus) farkaci,뭉툭머리먼지벌레
Harpalus (Harpalus) tibeticus hsifanicus,서장머리먼지벌레
Harpalus (Loboharpalus) platynotus,납작머리먼지벌레
Harpalus (Loboharpalus) rubefactus,붉은머리먼지벌레
Harpalus (Zangoharpalus) tinctulus luteicornoides,대마머리먼지벌레
Harpalus (Cephalomorphus) capito,머리먼지벌레
Harpalus (Platus) calceatus,큰가시머리먼지벌레
Harpalus (Pseudoophonus) aenigma,청동머리먼지벌레
Harpalus (Pseudoophonus) coreanus,고려머리먼지벌레
Harpalus (Pseudoophonus) davidi,민들머리먼지벌레
Harpalus (Pseudoophonus) eous,가슴털머리먼지벌레
Harpalus (Pseudoophonus) griseus,씨앗머리먼지벌레
Harpalus (Pseudoophonus) jureceki,수염머리먼지벌레
Harpalus (Pseudoophonus) paster paster,만주머리먼지벌레
Harpalus (Pseudoophonus) roninus,설악머리먼지벌레
Harpalus (Pseudoophonus) simplicidens,서울머리먼지벌레
Harpalus (Pseudoophonus) sinicus,중국머리먼지벌레
Harpalus (Pseudoophonus) suensoni,청도머리먼지벌레
Harpalus (Pseudoophonus) tridens,꼬마머리먼지벌레
Harpalus (Pseudoophonus) ussurensis,우수리머리먼지벌레
Ophonus (Metophonus) stricticollis,구멍머리먼지벌레
Stenolophus (Astenolophus) fulvicornis,꼬마좁쌀먼지벌레
Stenolophus (Astenolophus) meyeri,좁쌀먼지벌레
Chlaenius (Achlaenius) athleta,선수무늬먼지벌레
Chlaenius (Achlaenius) micans,끝무늬녹색먼지벌레
Chlaenius (Achlaenius) ocreatus,민무늬먼지벌레
Chlaenius (Achlaenius) variicornis,미륵무늬먼지벌레
Chlaenius (Achlaenius) kurosawai,월악무늬먼지벌레
Chlaenius (Achlaenius) sericimicans,들판무늬먼지벌레
Chlaenius (Lithochlaenius) noguchii,개울무늬먼지벌레
Chlaenius (Lithochlaenius) rambouseki,대만무늬먼지벌레
Pentagonica subcordicollis,빛나육모먼지벌레
Lebia (Lebia) cruxminor,십자무늬먼지벌레
Lebia (Poecilothais) bifenestrata,쌍점십자무늬먼지벌레
Lebia (Poecilothais) idae,하늘십자무늬먼지벌레
Lebia (Poecilothais) iolanthe,애십자무늬먼지벌레
Lebia (Poecilothais) retrofasciata,한라십자무늬먼지벌레
Lebia (Poecilothais) sylvarum,어리십자무늬먼지벌레
Dromius (Dromius) quadraticollis,별먼지벌레
Dromius (Dromius) jureceki,해변선두리먼지벌레
Dromius (Lebidromius) prolixus,파랑선두리먼지벌레
Catops miensis,긴털참애송장벌레
Silpha (Silpha) koreana,굽은넓적송장벌레
Silpha (Silpha) perforata,넓적송장벌레
Atheta (Atheta) basicornis,돌기우리바수염반날개
Atheta (Atheta) castanoptera,수정우리바수염반날개
Atheta (Atheta) euryptera,날개우리바수염반날개
Atheta (Atheta) graminicola,잔디우리바수염반날개
Atheta (Atheta) sauteri,극동우리바수염반날개
Atheta (Atheta) transfuga,샤아프바수염반날개
Atheta (Badura) nana,난쟁이우리바수염반날개
Atheta (Badura) ririkoae,바다바수염반날개
Atheta (Badura) tokiokai,해안바수염반날개
Atheta (Chaetida) longicornis,긴뿔우리바수염반날개
Atheta (Coprothassa) melanaria,검뎅이우리바수염반날개
Atheta (Datomicra) celata,깜깜우리바수염반날개
Atheta (Datomicra) lewisiana,톱니배우리바수염반날개
Atheta (Datomicra) nigra,검둥우리바수염반날개
Atheta (Datomicra) pyongangsani,평양우리바수염반날개
Atheta (Datomicra) sordidula,숯우리바수염반날개
Atheta (Dimetrota) atramentaria,먹바수염반날개
Atheta (Dimetrota) weisei,좁쌀바수염반날개
Atheta (Microdota) amicula,동무우리바수염반날개
Atheta (Microdota) formicetorum,개미우리바수염반날개
Atheta (Microdota) hamgyongsani,함경산우리바수염반날개
Atheta (Microdota) kangsonica,강소우리바수염반날개
Atheta (Microdota) koreana,우리바수염반날개
Atheta (Microdota) palleola,달빛우리바수염반날개
Atheta (Microdota) silvatica,숲우리바수염반날개
Atheta (Microdota) sogamensis,속암우리바수염반날개
Atheta (Microdota) subcrenulata,톱니우리바수염반날개
Atheta (Oreostiba) jangangsani,장안산우리바수염반날개
Atheta (Oreostiba) sparreschneideri,산우리바수염반날개
Atheta (Orientatheta) chinkiangensis,진강우리바수염반날개
Atheta (Pachyatheta) mortuorum,송장우리바수염반날개
Atheta (Rhagocneme) dwinensis,다리우리바수염반날개
Atheta (Philhygra) pseudoelongatula,닮은노랑우리반날개
Atheta (Philhygra) sparsa,노랑우리반날개
Zyras (Zyras) fugax,깡총개미집반날개
Zyras (Zyras) particornis,뿔개미집반날개
Zyras (Zyras) pictus,색동개미집반날개
Zyras (Zyras) sibiricus,시베리아개미집반날개
Oxypoda (Oxypoda) luridipennis,달빛숲바수염반날개
Oxypoda (Podoxya) subrufa,빨강숲바수염반날개
Gnypeta opaca,응달종아리바수염반날개
Osorius taurus taurus,투구반날개
Ochthephilus vulgaris,긴줄반날개
Stenus cephalotes,귀여운딱부리반날개
Stenus coronatus coronatus,왕관딱부리반날개
Stenus friebi,황색딱부리반날개
Stenus rugipennis,황다리딱부리반날개
Stenus sharpi,검정긴딱부리반날개
Stenus bohemicus,보헤미아딱부리반날개
Stenus confertus,남방딱부리반날개
Stenus decoratus,치레딱부리반날개
Stenus imitator,북방멋쟁이딱부리반날개
Stenus mercator,구리딱부리반날개
Stenus oblitus,꼬마딱부리반날개
Stenus sedatus,잔바이제딱부리반날개
Stenus auriger,푸른딱부리반날개
Stenus ageus,고운딱부리반날개
Stenus alienus,두눈속딱부리반날개
Stenus canaliculatus,도랑검정딱부리반날개
Stenus distans,검은무릎딱부리반날개
Stenus japonicus,큰날개딱부리반날개
Stenus ruralis,시골딱부리반날개
Stenus secretus,숨은딱부리반날개
Stenus tenuipes,가는다리딱부리반날개
Stenus pilosiventris,털배딱부리반날개
Paederus (Heteropaederus) fuscipes fuscipes,청딱지개미반날개
Philonthus (Onychophilonthus) nakanei,가시발좀반날개
Philonthus (Philonthus) addendus,둥근좀반날개
Philonthus (Philonthus) aeneipennis,길쭉등좀반날개
Philonthus (Philonthus) caeruleipennis laterangulus,사촌남색좀반날개
Philonthus (Philonthus) chujoi,은빛좀반날개
Philonthus (Philonthus) cunctator,구리딱지좀반날개
Philonthus (Philonthus) decoloratus,여린좀반날개
Philonthus (Philonthus) depressipennis,납작좀반날개
Philonthus (Philonthus) discoideus,예쁜좀반날개
Philonthus (Philonthus) japonicus,좀반날개
Philonthus (Philonthus) liopterus,광택좀반날개
Philonthus (Philonthus) longicornis,수염좀반날개
Philonthus (Philonthus) mercurii,애홍딱지좀반날개
Philonthus (Philonthus) micanticollis,애좀반날개
Philonthus (Philonthus) minutus,먼지좀반날개
Philonthus (Philonthus) nudus,민반날개
Philonthus (Philonthus) numata,호리좀반날개
Philonthus (Philonthus) oberti,큰좀반날개
Philonthus (Philonthus) ohizumi,소똥좀반날개
Philonthus (Philonthus) prolatus chonrima,칠점박이좀반날개
Philonthus (Philonthus) rectangulus,모난좀반날개
Philonthus (Philonthus) sinuatocollis,넓적배마디사촌좀반날개
Philonthus (Philonthus) spadiceus,긴뿔좀반날개
Philonthus (Philonthus) spinipes spinipes,주홍좀반날개
Philonthus (Philonthus) splendens splendens,금강산좀반날개
Philonthus (Philonthus) sublucanus,비단좀반날개
Philonthus (Philonthus) tardus,붉은테좀반날개
Philonthus (Philonthus) virgatus,버섯좀반날개
Philonthus (Philonthus) wuesthoffi,극동좀반날개
Ocypus (Matidus) coreanus,한국반날개
Ocypus (Pseudocypus) lewisius,녹슨검정반날개
Ocypus (Pseudocypus) nigroaeneus,검정반날개
Glycyphana fulvistemma,검정꽃무지
Hoplia djukini,흥남긴다리풍뎅이
Gastrophysa (Gastrophysa) atrocyanea,좀남색잎벌레
Foenatopus ruficollis,갈색머리뿔호리벌
Leptacis koreana,가시납작먹좀벌
Leptacis lignicola,진주가시납작먹좀벌
Leptacis nydia,밤가시납작먹좀벌
Leptacis ocellaris,후막가시납작먹좀벌
Leptacis orchymonti,길안가시납작먹좀벌
Platygaster ciliata,잔털민날개납작먹좀벌
Platygaster euhemerus,가좌민날개납작먹좀벌
Platygaster flavifemorata,노란다리민날개납작먹좀벌
Platygaster koreana,대한민날개납작먹좀벌
Platygaster kui,덕서민날개납작먹좀벌
Platygaster nisus,북방민날개납작먹좀벌
Platygaster rutubus,밑마디민날개납작먹좀벌
Platygaster soederlundi,수농민날개납작먹좀벌
Platygaster striatitergitis,도랑민날개납작먹좀벌
Platygaster tripotini,한불민날개납작먹좀벌
Synopeas collinus,뭉툭납작먹좀벌
Synopeas kanwonensis,강원민날개납작먹좀벌
Synopeas kimi,황용납작먹좀벌
Synopeas osaces,허리납작먹좀벌
Synopeas pumilus,둥근머리납작먹좀벌
Telenomus convexus,볼록검정알벌
Ablerus perspeciosus,제줄깍지좀벌
Euplectrus maculiventris,노랑배가시좀벌
Aphaereta alkonost,녹슨장승입고치벌
Aphaereta brevis,짧은장승입고치벌
Aphaereta difficilis,꽃파리장승입고치벌
Aphaereta pallipes,고자리고치벌
Aphaereta scaptomyzae,긴뿔장승입고치벌
Aphaereta tricolor,세빛깔장승입고치벌
Dacnusa areolaris,그물장승입고치벌
Dacnusa pseudolugens,넓적머리장승입고치벌
Dacnusa (Agonia) adducta,시위장승입고치벌
Dacnusa (Dacnusa) nipponica,올괴불나무장승입고치벌
Dacnusa (Dacnusa) maculipes,얼룩장승입고치벌
Dacnusa (Pachysema) aquilegiae,갈색장승입고치벌
Dacnusa (Pachysema) arkadii,줄날개장승입고치벌
Dacnusa (Pachysema) austriaca,인진쑥장승입고치벌
Dacnusa (Pachysema) basirufa,작은날개장승입고치벌
Dacnusa (Pachysema) luctuosa,매미눈장승입고치벌
Dacnusa (Pachysema) paucicula,긴날개장승입고치벌
Dacnusa (Pachysema) reno,큰눈장승입고치벌
Dacnusa (Pachysema) sulcipleuris,애장승입고치벌
Exotela cyclogaster,외점가슴장승입고치벌
Exotela facialis,얼굴장승입고치벌
Exotela obscura,검은장승입고치벌
Exotela lonicerae,인동장승입고치벌
Exotela sonchina,산미나리장승입고치벌
Synaldis distenta,부푼장승입고치벌
Synaldis extremiorientalis,동쪽장승입고치벌
Synaldis hirsuta,털보장승입고치벌
Synaldis mandibulata,큰턱장승입고치벌
Synaldis venustula,애기장승입고치벌
Synaldis vestigata,한국장승입고치벌
Aphidius asteris,수염진디벌
Aphidius gifuensis,싸리진디벌
Diaeretus leucopterus,동양진디벌
Lipolexis gracilis,긴꼬리진디벌
Triaspis complanellae,노랑발마디밑들이고치벌
Bracon asphondyliae,혹파리살이고치벌
Bracon (Glabrobracon) delibator,검은민털고치벌
Bracon (Osculobracon) cingulator,띠민털고치벌
Bracon (Osculobracon) koreanus,조선민털고치벌
Bracon (Osculobracon) osculator,작은입고치벌
Bracon (Pappobracon) nodulosus,작은매듭골고치벌
Bracon (Punctobracon) corroboratus,곰보고치벌
Bracon (Sculptobracon) yakui,재주나방맷돌고치벌
Bracon (Uncobracon) apoderi,갈고리고치벌
Habrobracon simonovi,목화모래고치벌
Habrobracon viktorovi,얼룩모래고치벌
Iphiaulax bellator,대륙홍고치벌
Vipio sareptanus,온누리고치벌
Cardiochiles saltator,배우고치벌
Chelonus inanitus,검정수염흰허리고치벌
Chelonus (Microchelonus) endomius,유사흰허리고치벌
Chelonus (Microchelonus) fenestratus,들창흰허리고치벌
Chelonus (Microchelonus) hurtus,털보흰허리고치벌
Chelonus (Microchelonus) microphtalmus,굵은줄흰허리고치벌
Chelonus (Microchelonus) mitigatus,황색다리흰허리고치벌
Chelonus (Microchelonus) paucifossa,검정가슴흰허리고치벌
Chelonus (Microchelonus) pectiniphorae,검고치벌
Microchelonus plenus,볼록배흰허리고치벌
Chelonus (Microchelonus) puerilis,아기흰허리고치벌
Ontsira imperator,검정창부리고치벌
Ontsira kasparyani,맵시창부리고치벌
Spathius reticulatus,그물등자루배고치벌
Centistes (Chaetocentistes) chaetopygidium,꽁지털넓은칼집고치벌
Centistes (Ancylocentrus) collaris,목덜미넓은칼집고치벌
Centistes (Syrrhizus) ludius,광대넓은칼집고치벌
Centistes (Ancylocentrus) medythiae,두줄넓은칼집고치벌
Zele albiditarsis,큰배고치벌_연고동곤봉고치벌
Zele chlorophthalmus,초록큰배고치벌
Zele deceptor,어리큰배고치벌
Zele niveitarsis,흰발목큰배고치벌
Zele ruricola,시골큰배고치벌
Macrocentrus blandoides,어리긴수염고치벌
Macrocentrus brevicaudifer,짧은꼬리긴수염고치벌
Macrocentrus cnaphalocrocis,혹명나방긴수염고치벌
Macrocentrus kurnakovi,대륙긴수염고치벌
Macrocentrus parki,노랑마디긴수염고치벌
Macrocentrus rhyacioniae,수염긴고치벌
Macrocentrus spilotus,점박이긴수염고치벌
Glyptapanteles aletta,주름꼬마고치벌
Microgaster fulvicrus,갈색종아리꼬마고치벌
Microgaster stictica,얼룩꼬마고치벌
Microgaster subcompleta,흰고리꼬마고치벌
Apanteles schillei,긴꼬리오목고치벌
Protapanteles anchisiades,옛꼬마고치벌
Protapanteles enephes,흰무늬옛꼬마고치벌
Protapanteles formosus,멋진밤나방살이고치벌
Protapanteles immunis,노을무늬옛꼬마고치벌
Protapanteles pompelon,허세고치벌
Opius (Opiostomus) angusticellularis,좁은어리고치벌
Opius (Adontopius) atricornis,검정뿔꽃파리고치벌
Opius caricivorae,굴어리고치벌
Opius (Gastrosema) caucasi,암갈색어리고치벌
Opius circinus,둥근어리고치벌
Opius (Allotypus) damnosus,유해어리고치벌
Opius (Baeocentrum) discreparius,동구북구파리살이고치벌
Opius (Baeocentrum) fischeri,노란등어리고치벌
Opius (Opiostomus) fraudatus,거짓어리고치벌
Opius (Tolbia) hancockanus,주걱배어리고치벌
Opius (Pendopius) helluatus,납작배어리고치벌
Opius inopinatus,검은날개꽃파리고치벌
Opius (Opiothorax) levis,얕은고치벌
Opius (Allotypus) ostentatus,높은산굳은고치벌
Opius pallipes,흰다리어리고치벌
Opius (Agnopius) rex,왕어리고치벌
Opius (Apodesmia) rufipes,붉은마디어리고치벌
Opius (Gastrosema) striativentris,배줄무늬어리고치벌
Orgilus coreanus,조선어리뿔고치벌
Orgilus eous,동쪽어리뿔고치벌
Orgilus longiceps,긴머리어리뿔고치벌
Orgilus luctuosus,박연어리혹고치벌
Orgilus pappianus,검은어리혹고치벌
Orgilus pimpinellae,참어리뿔고치벌
Oncophanes minutus,작은명나방고치벌
Rogas flavus,황큰미이라고치벌
Rogas nigrovenosus,검은맥큰미이라고치벌
Rogas nigridorsum,등검은큰미이라고치벌
Rogas roxanus,큰미이라고치벌
Anomalon coreanum,고려자루맵시벌
Anomalon cruentatum,그물등자루맵시벌
Anomalon nigribase,검정그물등자루맵시벌
Cryptus dianae,여신뾰족맵시벌
Cryptus nipponensis,일본뾰족맵시벌
Cryptus spiralis,나사뾰족맵시벌
Gambrus ruficoxatus,어리삼색뾰족맵시벌
Ichneumon arisanus,대만맵시벌
Ichneumon hakutozanus,백두산맵시벌
Ichneumon inquinatus,빨간테맵시벌
Ichneumon kiminaiensis,강원별맵시벌
Ichneumon kongosanus,네점박이맵시벌
Ichneumon longicrus,박각시살이맵시벌
Ichneumon shikotsuensis,두망맵시벌
Ichneumon sugiharai,스기하라맵시벌
Ichneumon yumyum,알락맵시벌
Ophion luteus luteus,왕자루맵시벌
Ophion obscuratus obscuratus,무늬자루맵시벌
Ephialtes hokkaidonis,홋카이도오납작맵시벌
Iseropus orientalis,배가시납작맵시벌
Itoplectis alternans epinotiae,송충살이납작맵시벌
Pimpla aethiops,민꼬리납작맵시벌
Pimpla alboannulata,흰무늬꼬리납작맵시벌
Pimpla disparis,나방살이납작맵시벌
Pimpla luctuosa,검정마디꼬리납작맵시벌
Pimpla nipponica,일본꼬리납작맵시벌
Pimpla pluto,끌날꼬리납작맵시벌
Pimpla rufipes,오렌지다리납작맵시벌
Rhyssa persuasoria,송곳벌살이납작맵시벌
Tryphon (Stenocrotaphon) nigrinus,참검은뭉툭맵시벌
Tryphon (Symboethus) bidentatus,흑가슴뭉툭맵시벌
Tryphon (Symboethus) brevipetiolaris,신라뭉툭맵시벌
Erioptera (Meterioptera) bicornifer,애각다귀
Ormosia (Oreophila) sootryeni,유럽애기각다귀
Ormosia (Oreophila) weymarni,만주애기각다귀
Ormosia (Oreophila) yankovskyi,양코프스키애기각다귀
Paradelphomyia chosenica,조선애기각다귀
Limonia karafutonis,흐린연문애기각다귀
Limonia macrostigma,짙은연문애기각다귀
Limonia nubeculosa,세띠애기각다귀
Limonia parvipennis,짧은날개애기각다귀
Tipula (Nippotipula) coquilletti,잠자리각다귀
Tipula (Yamatotipula) chonsaniana,청산리각다귀
Tipula (Yamatotipula) freyana freyana,작은돌기각다귀
Tipula (Yamatotipula) latemarginata latemarginata,애아이노각다귀
Psychoda alternata,민나방파리
Ptychoptera yankovskiana,다리무늬각다귀붙이
Ochlerotatus dorsalis,등줄숲모기
Ochlerotatus oreophilus,산숲모기
Culiseta (Culicella) nipponica,일본털날개모기
Dasyhelea arciforceps,들조각등에모기
Chironomus (Chironomus) circumdatus,구술등무늬깔따구
Chironomus (Chironomus) dorsalis,등깔따구
Chironomus (Chironomus) flaviplumus,노랑털깔따구
Chironomus (Chironomus) jangchungensis,장충깔따구
Chironomus (Chironomus) javanus,자바깔따구
Chironomus (Chironomus) kiiensis,안개무늬날개깔따구
Chironomus (Chironomus) nipponensis,닙폰깔따구
Chironomus (Chironomus) plumosus,장수깔따구
Chironomus (Chironomus) salinarius,짠물깔따구
Chironomus (Chironomus) yoshimatsui,요시마쯔깔따구
Einfeldia pagana,갈고리다모깔따구
Chironomus fujiprimus,금사깔따구
Polypedilum (Pentapedilum) convexum,혀오각깔따구
Polypedilum (Pentapedilum) nubens,뭉툭오각깔따구
Polypedilum (Pentapedilum) reei,리오각깔따구
Polypedilum (Pentapedilum) tigrinum,옆구리오각깔따구
Pentapedilum tigrinum,왕관오각깔따구
Polypedilum (Pentapedilum) uncinatum,갈고리오각깔따구
Polypedilum (Polypedilum) asakawaense,아사까와무늬깔따구
Polypedilum (Polypedilum) dangsanensis,당산무늬깔따구
