scientific_name,korean_name
Cheilio inermis,꼬치놀래기
Choerodon azurio,호박돔
Cirrhilabrus temminckii,실용치
Halichoeres poecilepterus,용치놀래기
Halichoeres tenuispinis,놀래기
Labroides dimidiatus,청줄청소놀래기
Macropharyngodon negrosensis,은하수놀래기
Pseudolabrus eoethinus,무점황놀래기
Pseudolabrus sieboldi,황놀래기
Pteragogus flagellifer,어렝놀래기
Semicossyphus reticulatus,혹돔
Stethojulis interrupta terina,무지개놀래기
Stethojulis trilineata,세줄무지개놀래기
Suezichthys gracilis,실놀래기
Thalassoma amblycephalum,색동놀래기
Thalassoma cupido,고생놀래기
Thalassoma lunare,녹색물결놀래기
Thalassoma purpureum,비단놀래기
Xyrichtys dea,옥두놀래기
Xyrichtys verrens,장미옥두놀래기
Calotomus japonicus,비늘돔
Scarus ovifrons,파랑비늘돔
Bathymaster derjugini,바닥가시치
Allolepis hollandi,청자갈치
Davidijordania poecilimon,문자갈치
Gymnelopsis brashnikovi,자갈치
Lycodes japonicus,무늬가시치
Lycodes nakamurae,먹갈치
Lycodes pectoralis,북갈치
Lycodes sadoensis,사도먹갈치
Lycodes sigmatoides,굴곡무늬치
Lycodes tanakae,벌레문치
Petroschmidtia toyamensis,칠성갈치
Zoarces elongatus,무점등가시치
Zoarces gillii,등가시치
Alectrias benjamini,벼슬베도라치
Anisarchus macrops,큰눈등가시치
Askoldia variegata,얼룩괴도라치
Bothrocara tanakae,[국명없음]
Bryozoichthys lysimus,송곳니베도라치
Chirolophis saitone,작은괴도라치
Chirolophis japonicus,괴도라치
Chirolophis snyderi,꽃송이괴도라치
Chirolophis wui,왜도라치
Dictyosoma tongyeongensis,민그물베도라치
Dictyosoma burgeri,그물베도라치
Dictyosoma rubrimaculatum,황점베도라치
Ernogrammus hexagrammus,세줄베도라치
Eulophias koreanus,줄가시치
Lumpenella longirostris,가시베도라치
Lumpenus sagitta,장어베도라치
Neozoarces pulcher,얼룩가시치
Opisthocentrus ocellatus,참육점날개
Opisthocentrus tenuis,둥근점육점날개
Opisthocentrus zonope,육점날개
Stichaeopsis epallax,큰줄베도라치
Stichaeus grigorjewi,장갱이
Zoarchias glaber,민베도라치
Zoarchias uchidai,우베도라치
Pholis crassispina,점베도라치
Pholis fangi,흰베도라치
Pholis nebulosa,베도라치
Pholis ornata,오색베도라치
Rhodymenichthys dolichogaster,황줄베도라치
Champsodon snyderi,악어치
Arctoscopus japonicus,도루묵
Acanthaphritis barbata,수염동미리
Parapercis aurantiaca,황쌍동가리
Parapercis multifasciatus,열쌍동가리
Parapercis muronis,다섯줄양동미리
Parapercis pulchella,눈동미리
Parapercis sexfasciatus,쌍동가리
Parapercis snyderi,동미리
Bembrops caudimacula,꼬리점눈퉁이
Bembrops curvatura,줄굽은눈퉁이
Osopsaron formosensis,노랑띠눈퉁이
Pteropsaron evolans,실눈퉁이
Ammodytes personatus,까나리
Ichthyscopus sannio,큰무늬통구멍
Uranoscopus bicinctus,통구멩이
Uranoscopus chinensis,민통구멍
Uranoscopus japonicus,얼룩통구멍
Uranoscopus tosae,비늘통구멍
Xenocephalus elongatus,푸렁통구멍
Enneapterygius etheostomus,가막베도라치
Springerichthys bapturus,청황베도라치
Ecsenius namiyei,노랑꼬리베도라치
Entomacrodus stellifer,저울베도라치
Istiblennius dussumieri,검은점베도라치
Istiblennius enosimae,대강베도라치
Omobranchus elegans,앞동갈베도라치
Omobranchus loxozonus,구름베도라치
Omobranchus punctatus,골베도라치
Parablennius yatabei,청베도라치
Petroscirtes breviceps,두줄베도라치
Petroscirtes springeri,두점베도라치
Petroscirtes variabilis,개베도라치
Plagiotremus rhinorhynchos,청줄베도라치
Scartella emarginata,갈기베도라치
Xiphasia setifer,갈치베도라치
Neoclinus bryope,비늘베도라치
Aspasma minima,꼬마학치
Aspasmichthys ciconiae,황학치
Lepadichthys frenatus,큰입학치
Bathycallionymus kaianus,남방돛양태
Callionymus valenciennei,실양태
Calliurichthys japonicus,꽁지양태
Eleutherochir mirabilis,민양태
Foetorepus altivelis,도화양태
Neosynchiropus ijimai,연지알롱양태
Neosynchiropus ocellatus,네점알롱양태
Repomucenus beniteguri,날돛양태
Repomucenus curvicornis,동갈양태
Repomucenus huguenini,춤양태
Repomucenus koreanus,참돛양태
Repomucenus leucopoecilus,흰점양태
Repomucenus lunatus,돛양태
Repomucenus olidus,강주걱양태
Repomucenus ornatipinnis,꽃돛양태
Repomucenus sagitta,참주걱양태
Repomucenus virgis,망토돛양태
Micropercops swinhonis,좀구굴치
Odontobutis interrupta,얼록동사리
Odontobutis obscura,남방동사리
Odontobutis platycephala,동사리
Eleotris oxycephala,구굴무치
Perccottus glenii,발기
Acanthogobius elongata,왜풀망둑
Acanthogobius flavimanus,문절망둑
Acanthogobius lactipes,흰발망둑
Acanthogobius luridus,비늘흰발망둑
Acentrogobius caninus,[국명없음]
Acentrogobius pellidebilis,점줄망둑
Acentrogobius pflaumii,줄망둑
Amblychaeturichthys hexanema,도화망둑
Amblychaeturichthys sciistius,수염문절
Apocryptodon punctatus,숨이망둑
Asterropteryx semipunctata,청별망둑
Bathygobius fuscus,무늬망둑
Boleophthalmus pectinirostris,짱뚱어
Bryaninops yongei,유리망둑
Chaeturichthys stigmatias,쉬쉬망둑
Clariger cosmurus,왜망둑
Cryptocentrus filifer,실망둑
Ctenotrypauchen microcephalus,빨갱이
Eutaeniichthys gilli,댕기망둑
Eviota abax,풀비늘망둑
Eviota epiphanes,두건망둑
Eviota melasma,흑점풀비늘망둑
Eviota prasina,남방풀비늘망둑
Favonigobius gymnauchen,날개망둑
Gymnogobius breunigii,날망둑
Gymnogobius heptacanthus,살망둑
Gymnogobius macrognathos,왜꾹저구
Gymnogobius mororanus,얼룩망둑
Gymnogobius opperiens,무늬꾹저구
Gymnogobius petschiliensis,검정꾹저구
Gymnogobius taranetzi,동해날망둑
Gymnogobius urotaenia,꾹저구
Gymnogobius cylindricus,가는살망둑
Istigobius campbelli,사자코망둑
Istigobius hoshinonis,비단망둑
Leucopsarion petersii,사백어
Lophiogobius ocellicauda,오셀망둑
Luciogobius pallidus,주홍미끈망둑
Luciogobius elongatus,가는미끈망둑
Luciogobius platycephalus,납작미끈망둑
Luciogobius grandis,큰미끈망둑
Luciogobius guttatus,미끈망둑
Luciogobius koma,꼬마망둑
Luciogobius saikaiensis,왜미끈망둑
Mugilogobius abei,모치망둑
Mugilogobius fontinalis,제주모치망둑
Obliquogobius yamadai,깊은바다노란띠망둑
Odontamblyopus lacepedii,개소겡
Periophthalmus magnuspinnatus,큰볏말뚝망둥어
Periophthalmus modestus,말뚝망둥어
Priolepis boreus,흰동갈망둑
Pseudogobius masago,애기망둑
Pterogobius elapoides,일곱동갈망둑
Pterogobius virgo,금줄망둑
Pterogobius zacalles,다섯동갈망둑
Pterogobius zonoleucus,흰줄망둑
Redigobius bikolanus,점박이망둑
Rhinogobius brunneus,밀어
Rhinogobius giurinus,갈문망둑
Sagamia geneionema,바닥문절
Scartelaos gigas,남방짱뚱어
Sicyopterus japonicus,열동갈문절
Synechogobius hasta,풀망둑
Taenioides cirratus,꽃개소겡
Tridentiger barbatus,아작망둑
Tridentiger bifasciatus,민물두줄망둑
Tridentiger brevispinis,민물검정망둑
Tridentiger nudicervicus,황줄망둑
Tridentiger obscurus,검정망둑
Tridentiger trigonocephalus,두줄망둑
Trimma grammistes,꼬마줄망둑
Parioglossus dotui,꼬마청황
Ptereleotris hanae,청황문절
Ptereleotris heteroptera,흑꼬리청황문절
Platax boersii,초승제비활치
Platax orbicularis,남방제비활치
Platax pinnatus,제비활치
Platax teira,깃털제비활치
Scatophagus argus,납작돔
Siganus canaliculatus,관독가시치
Siganus fuscescens,독가시치
Zanclus cornutus,깃대돔
Acanthurus nigricauda,양쥐돔
Acanthurus dussumieri,노랑꼬리쥐돔
Naso brevirostris,큰뿔표문쥐치
Naso hexacanthus,남방표문쥐치
Naso lituratus,제주표문쥐치
Naso unicornis,표문쥐치
Prionurus scalprum,쥐돔
Sphyraena japonica,애꼬치
Sphyraena obtusata,창꼬치
Sphyraena pinguis,꼬치고기
Rexea prometheoides,통치
Gempylus serpens,세장갈치꼬치
Thyrsitoides marleyi,갈치꼬치
Assurger anzac,붕동갈치
Benthodesmus tenuis,세장갈치
Eupleurogrammus muticus,분장어
Evoxymetopon taeniatus,동동갈치
Trichiurus lepturus,갈치
Acanthocybium solandri,꼬치삼치
Auxis rochei,몽치다래
Auxis thazard,물치다래
Euthynnus affinis,점다랑어
Katsuwonus pelamis,가다랑어
Sarda orientalis,줄삼치
Scomber australasicus,망치고등어
Scomber japonicus,고등어
Scomberomorus commerson,동갈삼치
Scomberomorus koreanus,평삼치
Scomberomorus niphonius,삼치
Scomberomorus sinensis,재방어
Thunnus alalunga,날개다랑어
Thunnus albacares,황다랑어
Thunnus obesus,눈다랑어
Thunnus thynnus,대서양다랑어
Thunnus tonggol,백다랑어
Istiophorus platypterus,돛새치
Makaira indica,백새치
Makaira mazara,녹새치
Tetrapturus audax,청새치
Xiphias gladius,황새치
Hyperoglyphe japonica,연어병치
Psenopsis anomala,샛돔
Cubiceps squamiceps,동강연치
Psenes arafurensis,아라푸라돔
Psenes cyanophrys,줄무늬물릉돔
Psenes maculatus,띠물릉돔
Psenes pellucidus,물릉돔
Ariomma indica,보라기름눈돔
Pampus argenteus,병어
Pampus chinensis,중국병어
Pampus echinogaster,덕대
Macropodus ocellatus,버들붕어
Channa argus,가물치
Antigonia capros,병치돔
Citharoides macrolepidotus,풀넙치
Paralichthys olivaceus,넙치
Pseudorhombus cinnamoneus,별넙치
Pseudorhombus oculocirris,남해넙치
Pseudorhombus pentophthalmus,점넙치
Tarphops elegans,좀넙치
Tarphops oligolepis,왜넙치
Acanthopsetta nadeshnyi,가시가자미
Clidoderma asperrimum,줄가자미
Dexistes rikuzenius,눈가자미
Eopsetta grigorjewi,물가자미
Glyptocephalus stelleri,기름가자미
Hippoglossoides dubius,홍가자미
Hippoglossoides pinetorum,용가자미
Kareius bicoloratus,돌가자미
Lepidopsetta bilineata,까지가자미
Lepidopsetta mochigarei,술봉가자미
Microstomus achne,찰가자미
Platichthys stellatus,강도다리
Pleuronectes asper,각시가자미
Pleuronectes herzensteini,참가자미
Pleuronectes obscurus,감성가자미
Pleuronectes pinnifasciatus,호수가자미
Pleuronectes punctatissima,층거리가자미
Pleuronectes quadrituberculatus,뿔가자미
Pleuronectes schrenki,점가자미
Pleuronectes yokohamae,문치가자미
Pleuronichthys cornutus,도다리
Poecilopsetta plinthus,좌대가자미
Tanakius kitaharae,갈가자미
Verasper moseri,노랑가자미
Verasper variegatus,범가자미
Arnoglossus japonicus,목탁가자미
Arnoglossus polyspilus,노랑반점가자미
Asterorhombus intermedius,깃털둥글넙치
Bothus myriaster,별목탁가자미
Crossorhombus kobensis,고베둥글넙치
Engyprosopon grandisquama,큰비늘넙치
Japonolaeops dentatus,검은꼬리넙치
Laeops kitaharae,흰비늘가자미
Parabothus kiensis,긴가자미
Psettina iijimae,동백가자미
Psettina tosana,사량넙치
Plagiopsetta glossa,중설가자미
Samariscus japonicus,신월가자미
Aesopia cornuta,뿔서대
Aseraggodes kaianus,그물동서대
Aseraggodes kobensis,동서대
Heteromycteris japonica,납서대
Pseudaesopia japonica,각시서대
Zebrias fasciatus,노랑각시서대
Zebrias zebrinus,궁제기서대
Cynoglossus abbreviatus,용서대
Cynoglossus gracilis,물서대
Cynoglossus interruptus,칠서대
Cynoglossus joyneri,참서대
Cynoglossus robustus,개서대
Cynoglossus semilaevis,박대
Paraplagusia japonica,흑대기
Symphurus orientalis,보섭서대
Macrorhamphosodes uradoi,나팔쥐치
Triacanthodes anomalus,분홍쥐치
Triacanthus biaculeatus,은비늘치
Abalistes stellaris,가는꼬리쥐치
Balistoides conspicillum,파랑쥐치
Canthidermis maculatus,무늬쥐치
Pseudobalistes flavimarginatus,황록쥐치
Rhinecanthus aculeatus,배주름쥐치
Sufflamen fraenatus,갈쥐치
Aluterus monoceros,객주리
Aluterus scriptus,날개쥐치
Cantherhines dumerilii,흑백쥐치
Cantherhines fronticinctus,징검다리쥐치
Chaetodermis penicilligera,가시쥐치
Paraluteres prionurus,톱쥐치
Paramonacanthus japonicus,새양쥐치
Pseudalutarius nasicornis,물각쥐치
Rudarius ercodes,그물코쥐치
Stephanolepis cirrhifer,쥐치
Thamnaconus hypargyreus,별쥐치
Thamnaconus modestus,말쥐치
Kentrocapros aculeatus,육각복
Lactoria cornuta,뿔복
Lactoria fornasini,줄무늬뿔복
Ostracion cubicus,노랑거북복
Ostracion immaculatus,거북복
Triodon macropterus,불뚝복
Arothron firmamentum,별복
Arothron hispidus,흰점꺼끌복
Arothron nigropunctatus,흑점꺼끌복
Arothron stellatus,꺼끌복
Canthigaster rivulatus,청복
Lagocephalus gloveri,흑밀복
Lagocephalus inermis,민밀복
Lagocephalus lagocephalus oceanicus,청밀복
Lagocephalus lunaris,밀복
Lagocephalus sceleratus,은띠복
Lagocephalus wheeleri,은밀복
Sphoeroides pachygaster,불룩복
Takifugu alboplumbeus,황해흰점복
Takifugu basilewskianus,바실복
Takifugu bimaculatus,두점박이복
Takifugu chinensis,참복
Takifugu chrysops,눈불개복
Takifugu flavidus,황점복
Takifugu niphobles,복섬
Takifugu oblongus,폭포무늬복
Takifugu obscurus,황복
Takifugu pardalis,졸복
Takifugu porphyreus,검복
Takifugu pseudommus,흰점참복
Takifugu reticularis,망복
Takifugu rubripes,자주복
Takifugu snyderi,매리복
Takifugu stictonotus,까칠복
Takifugu vermicularis,국매리복
Takifugu xanthopterus,까치복
Chilomycterus reticulatus,강담복
Cyclichthys orbicularis,둥근굳가시복
Diodon holocanthus,가시복
Diodon hystrix,잔점박이가시복
Masturus lanceolatus,물개복치
Mola mola,개복치
Ranzania laevis,쐐기개복치
Caretta caretta,붉은바다거북
Chelonia mydas,푸른바다거북
Dermochelys coriacea,장수거북
Mauremys reevesii,남생이
Trachemys scripta,붉은귀거북
Pelodiscus maackii,자라
Pelodiscus sinensis,중국자라
Gekko japonicus,도마뱀부치
Plestiodon coreensis,장수도마뱀
Scincella huanrenensis,북도마뱀
Scincella vandenburghi,도마뱀
Eremias argus,표범장지뱀
Takydromus amurensis,아무르장지뱀
Takydromus wolteri,줄장지뱀
Amphiesma vibakari,대륙유혈목이
Dinodon rufozonatum,능구렁이
Elaphe davidi,세줄무늬뱀
Elaphe dione,누룩뱀
Elaphe schrenckii,구렁이
Oocatochus rufodorsatus,무자치
Hierophis spinalis,실뱀
Rhabdophis tigrinus,유혈목이
Sibynophis chinensis,비바리뱀
Hydrophis cyanocinctus,얼룩바다뱀
Hydrophis melanocephalus,먹대가리바다뱀
Pelamis platura,바다뱀
Gloydius brevicaudus,살모사
Gloydius saxatilis,까치살모사
Gloydius ussuriensis,쇠살모사
Vipera berus,북살모사
Huperzia cryptomeriana,왕다람쥐꼬리
Huperzia jejuensis,긴다람쥐꼬리
Huperzia miyoshiana,다람쥐꼬리
Huperzia selago,좀다람쥐꼬리
Huperzia serrata,뱀톱
Huperzia sieboldii,줄석송
Lycopodium alpinum,산석송
Lycopodium annotinum,개석송
Lycopodiella cernua,물석송
Lycopodium clavatum,석송
Lycopodium complanatum,비늘석송
Lycopodium obscurum,만년석송
Selaginella helvetica,왜구실사리
Selaginella heterostachys,각시비늘이끼
Selaginella involvens,부처손
Selaginella nipponica,선비늘이끼
Selaginella rossii,구실사리
Selaginella sibirica,실사리
Selaginella stauntoniana,개부처손
Selaginella tamariscina,바위손
Isoetes coreana,참물부추
Isoetes hallasanensis,한라물부추
Isoetes japonica,물부추
Isoetes jejuensis,제주물부추
Botrychium boreale,메고사리삼
Botrychium japonicum,산꽃고사리삼
Botrychium lunaria,백두산고사리삼
Botrychium robustum,산고사리삼
Botrychium strictum,긴꽃고사리삼
Botrychium ternatum,고사리삼
Botrychium virginianum,늦고사리삼
Ophioglossum petiolatum,자루나도고사리삼
Ophioglossum thermale,좀나도고사리삼
Ophioglossum vulgatum,나도고사리삼
Psilotum nudum,솔잎난
Equisetum arvense,쇠뜨기
Equisetum fluviatile,물속새
Equisetum hyemale,속새
Equisetum palustre,개쇠뜨기
Equisetum pratense,물쇠뜨기
Equisetum ramosissimum,개속새
Equisetum sylvaticum,능수쇠뜨기
Angiopteris lygodiifolia,관음고사리
Osmunda cinnamomea,꿩고비
Osmunda claytoniana,음양고비
Osmunda japonica,고비
Crepidomanes latealatum,괴불이끼
Crepidomanes minutum,부채괴불이끼
Hymenophyllum barbatum,수염이끼
Hymenophyllum oligosorum,금강처녀이끼
Hymenophyllum polyanthos,애기수염이끼
Hymenophyllum wrightii,처녀이끼
Diplopterygium glaucum,풀고사리
Diplopterygium laevissimum,암풀고사리
Dicranopteris linearis,발풀고사리
Lygodium japonicum,실고사리
Marsilea quadrifolia,네가래
Azolla imbricata,물개구리밥
Salvinia natans,생이가래
Plagiogyria euphlebia,꿩고사리
Plagiogyria japonica,섬꿩고사리
Dennstaedtia hirsuta,잔고사리
Dennstaedtia wilfordii,황고사리
Hypolepis punctata,점고사리
