□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
전라남도,15-6-5-11,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 광덕리3구 39 ,잡종지,평탄지,2011.9.29,500,507,800,137,430,,,,,,
전라남도,15-6-5-12,1,노목,풍치목,기타,매실나무,orunus mume siebold ,담양군,창평면 해곡리230 ,대지,경사지,2011.11.23,150,157,1400,13,40,,,,,,
전라남도,15-6-5-13,1,노목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 해곡리592-2 ,잡종지,평탄지,2012.4.12,250,256,1400,121,380,,,,,,
전라남도,15-6-5-13,1,노목,정자목,느티나무,느티나무,Zelkova serrata(Thunb) Makino,담양군,창평면 해곡리592-2 ,잡종지,평탄지,2012.4.12,250,256,1400,121,380,,,,,,
전라남도,15-6-5-13,1,노목,정자목,팽나무,팽나무,Celtis sinensis pers,담양군,창평면 해곡리592-2 ,잡종지,평탄지,2012.4.12,250,256,1400,121,380,,,,,,
전라남도,15-6-5-14,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 해곡리199-2 ,도로,평탄지,2012.4.12,253,259,1400,137,430,,,,,,
전라남도,15-6-5-15,1,노목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 창평리648-3,도로,평탄지,2012.4.12,253,259,1200,48,150,,,,,,
전라남도,15-6-5-16,1,희기,풍치목,소나무,소나무,pinus densiflora siebold,담양군,창평면 장화리498,대지,평탄지,2012.4.12,150,156,1200,61,190,,,,,,
전라남도,15-6-5-17,1,거목,풍치목,느티나무,느티나무 ,Zelkova serrata makino,담양군,창평면 외동리산89-2,도로,평탄지,2012.6.18,203,209,1000,131,410,,,,,,
전라남도,15-6-5-18,1,노목,풍치목,기타,매실나무,orunus mume siebold,담양군,창평면 장화리산49,임야,평탄지,2013.4.17,402,407,900,48,150,,,,,,
전라남도,15-6-5-19,1,거목,정자목,소나무,소나무,pinus densiflora siebold,담양군,창평면 광덕리 산228,임야,경사지,2015.4.6,250,253,1200,89,280,,,,,,
전라남도,15-6-5-20,1,노목,정자목,소나무,소나무,pinus densiflora siebold,담양군,창평면 광덕리600-1,답,평탄지,2015.4.6,150,153,1500,61,190,,,,,,
전라남도,15-6-5-20,1,노목,정자목,소나무,소나무,pinus densiflora siebold,담양군,창평면 광덕리600-1,답,평탄지,2015.4.6,150,153,1500,61,190,,,,,,
전라남도,15-6-5-25,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,창평면 오강리 467-3,대지,평탄지,2020.8.3,,300,2500,150,471,,,,,,
전라남도,15-6-6-1,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 매산리(사창)179-1,대지,평탄지,1982.12.3,251,287,1000,137,430,,,,,,
전라남도,15-6-6-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 장산리(대산)438-1,대지,경사지,1982.12.3,301,337,1000,239,750,,,,,,
전라남도,15-6-6-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 장산리(대산)438-1,대지,경사지,1982.12.3,301,337,900,239,750,,,,,,
전라남도,15-6-6-3,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 장산리(장동)603,도로,평탄지,1982.12.3,482,518,1200,137,430,,,,,,
전라남도,15-6-6-3,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 장산리(장동)603,도로,평탄지,1982.12.3,482,518,1200,137,430,,,,,,
전라남도,15-6-6-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군, 대덕면 금산리(무월)1125,도로,평탄지,1995.8.2,372,395,1700,80,250,,,,,,
전라남도,15-6-6-5,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 금산리(시목)783,대지,평탄지,1995.8.2,475,498,1200,115,360,,,,,,
전라남도,15-6-6-5,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 금산리(시목)783,대지,평탄지,1995.8.2,475,498,1200,115,360,,,,,,
전라남도,15-6-6-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 금산리(시목)698-9,임야,평탄지,1995.8.2,475,498,1500,102,320,,,,,,
전라남도,15-6-6-7,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(상운)1047,도로,평탄지,1995.8.2,320,343,1500,64,200,,,,,,
전라남도,15-6-6-8,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 문학리(외문)426,대지,평탄지,1995.8.2,425,448,1500,159,500,,,,,,
전라남도,15-6-6-9,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 문학리(내문)212-5,도로,평탄지,1995.8.2,325,348,1500,175,550,,,,,,
전라남도,15-6-6-10,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 입석리 산12-1,도로,평탄지,1995.8.2,375,398,1500,86,270,,,,,,
전라남도,15-6-6-10,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 입석리 산12-1,도로,평탄지,1995.8.2,375,398,1500,86,270,,,,,,
전라남도,15-6-6-11,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)456-2,도로,평탄지,1995.8.2,405,428,1500,108,340,,,,,,
전라남도,15-6-6-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)757,임야,평탄지,1995.8.2,320,343,1500,127,400,,,,,,
전라남도,15-6-6-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)757,임야,평탄지,1995.8.2,320,343,1500,127,400,,,,,,
전라남도,15-6-6-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)757,임야,평탄지,1995.8.2,320,343,1500,127,400,,,,,,
전라남도,15-6-6-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)757,임야,평탄지,1995.8.2,320,343,1500,127,400,,,,,,
전라남도,15-6-6-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 용대리228,임야,경사지,2002.12.2,113,129,1500,92,290,,,,,,
전라남도,15-6-6-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 용대리228,임야,경사지,2002.12.2,113,129,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1500,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1000,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1000,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1000,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1000,92,290,,,,,,
전라남도,15-6-6-14,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)733-1,대지,평탄지,2002.12.2,193,209,1000,92,290,,,,,,
전라남도,15-6-6-15,1,노목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운암리(하운)784,도로,평탄지,2002.12.2,196,212,1000,80,250,,,,,,
전라남도,15-6-6-16,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리(하갈)357,임야,평탄지,2004.08.26,357,371,1000,159,500,,,,,,
전라남도,15-6-6-17,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 운산리761,하천,평탄지,2006.09.13,509,521,1000,191,600,,,,,,
전라남도,15-6-6-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리 산121 ,답,평탄지,2009.5.22,306,315,1200,99,310,,,,,,
전라남도,15-6-6-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리 산121 ,답,평탄지,2009.5.22,306,315,800,99,310,,,,,,
전라남도,15-6-6-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리 산121 ,답,평탄지,2009.5.22,306,315,800,99,310,,,,,,
전라남도,15-6-6-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리 산121 ,답,평탄지,2009.5.22,306,315,1200,99,310,,,,,,
전라남도,15-6-6-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,대덕면 갈전리 산121 ,답,평탄지,2009.5.22,306,315,1500,99,310,,,,,,
전라남도,15-6-6-20,1,거목,풍치목,소나무,소나무,pinus densiflora siebold,담양군,대덕면 금산리 산41 ,임야,경사지,2010.07.07,300,308,1500,67,210,,,,,,
전라남도,15-6-6-21,1,노목,풍치목,기타,매실나무,orunus mume siebold,담양군,대덕면 장산리 산84,임야,경사지,2011.11.23,400,407,1200,48,150,,,,,,
전라남도,15-6-6-23,1,노목,풍치목,기타,동백나무,,담양군,대덕면 장산리 341,대지,평탄지,2020.8.3,,195,700,50,157,,,,,,
전라남도,15-6-7-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 동산리(칠전)894-2,공한지,평탄지,1982.12.3,398,434,1400,226,710,,,,,,
전라남도,15-6-7-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 봉안리(술지)671-1,대지,평탄지,1982.12.3,351,387,1400,191,600,,,,,,
전라남도,15-6-7-3,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 평지리(평지)354,답,평탄지,1982.12.3,351,387,1200,194,610,,,,,,
전라남도,15-6-7-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 덕곡리(상마을)312,공한지,경사지,1982.12.3,201,237,1800,178,560,,,,,,
전라남도,15-6-7-4,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 덕곡리(상마을)312,공한지,경사지,1982.12.3,201,237,2000,178,560,,,,,,
전라남도,15-6-7-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 덕곡리(하마을)297-1,대지,평탄지,1982.12.3,351,387,700,182,570,,,,,,
전라남도,15-6-7-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 덕곡리(하마을)297-1,대지,평탄지,1982.12.3,351,387,2000,182,570,,,,,,
전라남도,15-6-7-6,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 동산리(동산)143,대지,평탄지,1982.12.3,451,487,1200,143,450,,,,,,
전라남도,15-6-7-7,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 동강리(강정자)355-11,도로,평탄지,1982.12.3,275,311,1300,166,520,,,,,,
전라남도,15-6-7-8,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 오례리(오례)719,답,평탄지,1982.12.3,225,261,1400,159,500,,,,,,
전라남도,15-6-7-9,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 평지리(평지762-1),구거,평탄지,1982.12.3,301,337,1600,159,500,,,,,,
전라남도,15-6-7-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 서흥리(독곡)산244,구거,경사지,1982.12.3,351,387,1200,127,400,,,,,,
전라남도,15-6-7-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 서흥리(독곡)산244,구거,경사지,1982.12.3,351,387,300,127,400,,,,,,
전라남도,15-6-7-11,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 동산리(동산촌)229,임야,평탄지,2002.12.2,413,429,300,143,450,,,,,,
전라남도,15-6-7-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 봉안리(술지1028)225-1,답,평탄지,2002.12.2,333,349,1300,127,400,,,,,,
전라남도,15-6-7-13,1,,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 봉안리(술지)1043,도로,평탄지,2002.12.2,320,336,2000,92,290,,,,,,
전라남도,15-6-7-14,1,거목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 서흥리(독곡)647,답,평탄지,2002.12.2,363,379,1300,127,400,,,,,,
전라남도,15-6-7-15,1,노목,풍치목,소나무,소나무,pinus densiflora siebold,담양군,무정면 서흥리(독곡)725,답,평탄지,2002.12.2,463,479,1200,124,390,,,,,,
전라남도,15-6-7-16,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 성도리(상산)497-1,임야,평탄지,2004.08.26,211,225,1200,111,350,,,,,,
전라남도,15-6-7-16,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 성도리(상산)497-1,임야,평탄지,2004.08.26,211,225,1200,111,350,,,,,,
전라남도,15-6-7-17,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 안평리(안평)308-2,잡종지,평탄지,2005.10.24,310,323,1300,229,720,,,,,,
전라남도,15-6-7-18,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 오례리645-1,대지,평탄지,2006.09.13,309,321,1300,102,320,,,,,,
전라남도,15-6-7-19,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 오룡리462-2,도로,평탄지,2011..9.29,354,361,1300,159,500,,,,,,
전라남도,15-6-7-20,1,거목,풍치목,느티나무,느티나무,Zelkova serrata makino,담양군,무정면 동산리 1144-1,구거,평탄지,2012.4.12,253,259,1300,166,520,,,,,,
전라남도,15-6-8-1,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 석현리193,대지,평탄지,1982.12.3,367,403,1700,197,620,,,,,,
전라남도,15-6-8-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 원율리237-2,대지,평탄지,1982.12.3,371,407,1400,191,600,,,,,,
전라남도,15-6-8-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 원율리237-2,대지,평탄지,1982.12.3,371,407,1700,191,600,,,,,,
전라남도,15-6-8-2,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 원율리237-2,대지,평탄지,1982.12.3,371,407,1700,191,600,,,,,,
전라남도,15-6-8-3,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 금성리(하성)1038,구거,평탄지,1982.12.3,351,387,1700,191,600,,,,,,
전라남도,15-6-8-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 외추리98-1,대지,평탄지,1982.12.3,351,387,2200,96,300,,,,,,
전라남도,15-6-8-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 외추리98-1,대지,평탄지,1982.12.3,351,387,2200,96,300,,,,,,
전라남도,15-6-8-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 외추리98-1,대지,평탄지,1982.12.3,351,387,2200,96,300,,,,,,
전라남도,15-6-8-4,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 외추리98-1,대지,평탄지,1982.12.3,351,387,2200,96,300,,,,,,
전라남도,15-6-8-5,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 대곡리(손곡)513-1,대지,평탄지,1982.12.3,372,408,2200,169,530,,,,,,
전라남도,15-6-8-6,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 대성리(봉곡)600-2,대지,평탄지,1982.12.3,301,337,2200,127,400,,,,,,
전라남도,15-6-8-7,1,노목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 대성리(정각)666-1,잡종지,평탄지,1982.12.3,231,267,1300,134,420,,,,,,
전라남도,15-6-8-8,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 금성리(평신기)1058,대지,평탄지,1982.12.3,351,387,600,140,440,,,,,,
전라남도,15-6-8-9,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 금성리(하성)1038,구거,평탄지,1982.12.3,301,337,1200,159,500,,,,,,
전라남도,15-6-8-10,1,거목,당산목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 봉서리(비내동)378,잡종지,평탄지,2002.12.2,153,169,1300,188,590,,,,,,
전라남도,15-6-8-11,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 대곡리207-4,잡종지,계류역,2002.12.2,113,129,1300,143,450,,,,,,
전라남도,15-6-8-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 봉황리 571-6,잡종지,평탄지,2002.12.2,113,129,1300,102,320,,,,,,
전라남도,15-6-8-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 봉황리 571-6,잡종지,평탄지,2002.12.2,113,129,1300,102,320,,,,,,
전라남도,15-6-8-12,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 봉황리 571-6,잡종지,평탄지,2002.12.2,113,129,1300,102,320,,,,,,
전라남도,15-6-8-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 덕성리37,묘지,평탄지,2002.12.2,133,149,1600,92,290,,,,,,
전라남도,15-6-8-13,1,거목,정자목,느티나무,느티나무,Zelkova serrata makino,담양군,금성면 덕성리37,묘지,평탄지,2002.12.2,133,149,1500,92,290,,,,,,
