□ 2023년말 보호수 지정 세부현황,,,,,,,,,,,,,,,,,,,,,,,
,,,보호수 본수,13870,,,,,,,,,,,,,,,,,,,
,,,보호수 수종 개수,153.99999999997078,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
1.지정정보,,,,,2.명칭정보,,,3.위치정보,,,,4.관리정보,5.개체정보,,,,,,,,,,
지정기관,지정번호,지정본수,지정유형,세부지정유형,대분류,수종명(국명),수종명(학명),시군구명,세부 주소,지목유형,생육지형,지정일,지정일기준수령(년),2023년기준수령(년),수고(cm),흉고직경(cm),흉고둘레(cm),,,,,,
경상남도,12-18-6-1-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,통영시,한산면 두억리 245-2,도로,평탄지,1972.08.12,110,159,1800,128,400,,,,,,
경상남도,12-18-6-3-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,통영시,한산면 창좌리 1000,도로,평탄지,1972.08.12,110,159,900,86,270,,,,,,
경상남도,12-07-16,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,통영시,용남면 장문리 506-2,잡종지,평탄지,2007.06.28,300,314,1700,128,400,,,,,,
경상남도,12-07-33,1,희귀목,풍치목,팽나무,팽나무,Celtis sinensis,통영시,사량면 돈지리 675,학교용지,평탄지,2007.10.11,250,264,1400,150,470,,,,,,
경상남도,12-07-34,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,통영시,사량면 금평리 148,잡종지,평탄지,2007.10.11,250,264,1500,144,450,,,,,,
경상남도,13-12-06,1,노거수,풍치목,기타,후박나무,Machilus thunbergii Siebold & Zucc.,통영시,산양읍 저림리 산47,임야,경사지,2013.09.05,300,308,2000,178,560,,,,,,
경상남도,14-12-05,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,통영시,산양읍 곤리리 140,잡종지,평탄지,2014.05.14,300,307,2000,128,400,,,,,,
경상남도,15-12-12,1,노거수,풍치목,기타,동백나무,Camellia japonica,통영시,한산면 매죽리 374,대지,경사지,2015.09.17,400,406,1200,36,110,,,,,,
경상남도,12-21-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,사천읍 정의리 212-1,임야,평탄지,1982.11.10,560,599,2600,209,650,,,,,,
경상남도,12-21-2,1,노거수,풍치목,기타,이팝나무,Chionanthus retusa,사천시,정동면 고읍리 296-1,임야,평탄지,1982.11.10,610,649,1600,94,290,,,,,,
경상남도,12-21-2-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,정동면 장산리 711,잡종지,평탄지,1982.11.10,300,339,2300,190,590,,,,,,
경상남도,12-21-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤명면 송림리 555,도로,경사지,1982.11.10,600,639,2100,154,474,,,,,,
경상남도,12-21-3,1,노거수,풍치목,기타,이팝나무,Chionanthus retusa,사천시,곤명면 송림리 555,임야,경사지,1982.11.10,600,639,1600,159,496,,,,,,
경상남도,12-21-4-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,용현면 덕곡리 353,임야,평탄지,1982.11.10,500,539,1600,188,580,,,,,,
경상남도,12-21-5-4,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,축동면 사다리 1052-9,구거,평탄지,1982.11.10,300,339,2500,214,670,,,,,,
경상남도,12-21-8-6,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤양면 무고리 882-7,도로,평탄지,1982.11.10,210,249,2700,193,600,,,,,,
경상남도,12-7-5-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,와룡동 569,도로,평탄지,1982.11.10,310,349,2300,160,500,,,,,,
경상남도,12-7-4-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,사천시,동림동 224,종교용지,평탄지,1982.11.10,410,449,2000,237,740,,,,,,
경상남도,12-21-1-11-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,사천읍 두량리 1627-6,임야,평탄지,1982.11.10,390,429,2600,188,584,,,,,,
경상남도,12-21-2-9-1,1,노거수,풍치목,회화나무,회화나무,Sophora japonica,사천시,정동면 풍정리 470-2,잡종지,평탄지,1982.11.10,300,339,2600,90,270,,,,,,
경상남도,12-21-7-3-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤명면 조장리 353-1,잡종지,평탄지,1994.12.09,380,407,1700,139,430,,,,,,
경상남도,12-21-7-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤명면 은사리 406,임야,경사지,1994.12.09,320,347,1300,155,480,,,,,,
경상남도,12-21-7-9-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤명면 성방리 494,도로,평탄지,1994.12.09,310,337,1500,188,584,,,,,,
경상남도,2012-09-22,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,사천시,용현면 신복리 산50,임야,경사지,2009.05.07,350,362,1400,88,265,,,,,,
경상남도,2015-356,1,노거수,풍치목,기타,이팝나무,Chionanthus retusa,사천시,서포면 선전리 687,종교용지,평탄지,2015.08.04,260,266,1800,101,310,,,,,,
경상남도,2018-02-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,사천시,곤명면 정곡리 1006-1,공원,평탄지,2018.02.02,450,453,1600,203,628,,,,,,
경상남도,12-8-7,1,노거수,정자목,느티나무,느티나무,Zelkova serrata,김해시,진영읍 우동리 166-1,임야,평탄지,1996.09.06,500,525,1600,130,410,,,,,,
경상남도,12-8-8,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,장유 응달동 672,종교용지,평탄지,1996.09.06,500,525,1650,150,470,,,,,,
경상남도,12-16-4-15-1,1,노거수,정자목,기타,푸조나무,Aphananthe aspera,김해시,무계동 521,종교용지,평탄지,1982.11.10,150,189,1400,143,450,,,,,,
경상남도,12-16-4-15-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,관동동 448-7,종교용지,평탄지,1982.11.10,150,189,900,162,510,,,,,,
경상남도,12-16-7-2,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,김해시,한림면 병동리 915,답,평탄지,1982.11.10,200,239,1700,80,251,,,,,,
경상남도,12-16-7-7-1,1,노거수,명목,버드나무,왕버들,Salix chaenomeloides,김해시,한림면 안하리 673-5,임야,평탄지,1982.11.10,160,199,900,110,340,,,,,,
경상남도,12-16-8-10,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,생림면 생철리 316-8,전,평탄지,1982.11.10,300,339,1500,60,190,,,,,,
경상남도,12-8-9,1,노거수,정자목,느티나무,느티나무,Zelkova serrata,김해시,상동면 우계리 660-2,전,평탄지,1997.05.09,500,524,1000,175,550,,,,,,
경상남도,12-16-6,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,대동면 덕산리 1116,구거,평탄지,1982.11.10,350,389,1500,168,530,,,,,,
경상남도,12-16-10-16-1,1,노거수,당산목,팽나무,팽나무,Celtis sinensis,김해시,대동면 괴정리 418-7,도로,평탄지,1982.11.10,190,229,2000,160,510,,,,,,
경상남도,12-8-1,1,노거수,정자목,은행나무,은행나무,Ginkgo biloba,김해시,외동 696-7,대지,평탄지,1981.07.01,400,440,1500,156,490,,,,,,
경상남도,12-8-5-1,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,외동 1144,도로,평탄지,1981.07.01,230,270,1350,238,750,,,,,,
경상남도,12-8-7-1,1,노거수,정자목,기타,푸조나무,Aphananthe aspera,김해시,명법동 309,묘지,암반지,1981.07.01,270,310,1800,117,370,,,,,,
경상남도,12-8-2-1,1,노거수,정자목,기타,푸조나무,Aphananthe aspera,김해시,봉황동 270-10,대지,경사지,1963.01.21,200,258,2000,149,470,,,,,,
경상남도,12-8-1-1,1,노거수,당산목,회화나무,회화나무,Sophora japonica,김해시,동상동 1056-10,구거,평탄지,1981.07.01,250,290,1500,100,310,,,,,,
경상남도,12-8-9-1,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,삼방동 678-3,공원,평탄지,1981.07.01,250,290,1300,110,350,,,,,,
경상남도,좌 12-07-06,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,진영읍 설창리 613,임야,평탄지,2007.03.23,400,414,1500,150,471,,,,,,
경상남도,우 12-07-07,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,진영읍 설창리 613,임야,평탄지,2007.03.23,300,314,1300,150,471,,,,,,
경상남도,12-07-08,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,주촌면 양동리 828,도로,평탄지,2007.03.23,300,314,1300,105,330,,,,,,
경상남도,12-07-10,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,김해시,한림면 금곡리 574,임야,평탄지,2007.03.23,400,414,1400,135,424,,,,,,
경상남도,12-07-11,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,생림면 생철리 316-5,학교용지,평탄지,2007.03.23,350,364,1500,130,410,,,,,,
경상남도,12-07-12,1,노거수,정자목,기타,개서어나무,Zelkova serrata,김해시,상동면 감노리 622-9,도로,평탄지,2007.03.23,300,314,1400,120,380,,,,,,
경상남도,12-07-13,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,대동면 덕산리 1118,도로,평탄지,2007.03.23,300,314,1100,115,360,,,,,,
경상남도,12-09-1,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,주촌면 농소리 520-26,도로,평탄지,2009.03.19,400,412,1800,172,540,,,,,,
경상남도,12-09-3,1,노거수,당산목,느티나무,느티나무,Zelkova serrata,김해시,진례면 산본리 1149,도로,평탄지,2009.03.19,350,362,2000,159,500,,,,,,
경상남도,12-09-4,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,생림면 마사리 1090,임야,평탄지,2009.03.19,400,412,1700,160,500,,,,,,
경상남도,12-09-5,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,김해시,생림면 마사리 1090,임야,평탄지,2009.03.19,400,412,1800,110,350,,,,,,
경상남도,12-09-6,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,생림면 안양리 528-1,종교용지,평탄지,2009.03.19,300,312,1700,110,345,,,,,,
경상남도,12-09-7,1,노거수,풍치목,회화나무,회화나무,Sophora japonica,김해시,생림면 안양리 528-1,종교용지,평탄지,2009.03.19,300,312,1700,110,350,,,,,,
경상남도,12-09-8,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,김해시,생림면 봉림리 1081-1,하천,평탄지,2009.03.19,300,312,1800,120,380,,,,,,
경상남도,12-09-9,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,김해시,상동면 여차리 877-5,답,평탄지,2009.03.19,400,412,1900,180,570,,,,,,
경상남도,12-09-10,1,노거수,풍치목,기타,모과나무,Chaenomeles sinensis,김해시,대동면 주동리 682,답,평탄지,2009.03.19,300,312,800,114,360,,,,,,
경상남도,12-09-11,1,노거수,정자목,팽나무,팽나무,Celtis sinensis,김해시,대동면 초정리 580-1,임야,평탄지,2009.03.19,270,282,1500,125,390,,,,,,
경상남도,12-09-12,1,노거수,당산목,팽나무,팽나무,Celtis sinensis,김해시,생림면 안양리 811,전,평탄지,2009.03.19,300,312,1300,95,300,,,,,,
경상남도,12-12-2,1,노거수,풍치목,기타,상수리나무,Quercus acutissima,김해시,생림면 안양리 21-1,도로,암반지,2012.09.27,350,359,2000,98,310,,,,,,
경상남도,44616,1,희귀목,풍치목,기타,배롱나무,Lagerstroemia indica,김해시,진영읍 본산리 13,답,평탄지,2022.02.24.,76,77,550,40,125,,,,,,
경상남도,12-13-2,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,밀양시,활성동 582-1,임야,평탄지,1982.11.10,420,459,2200,162,510,,,,,,
경상남도,12-03-06,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,밀양시,삼랑진 우곡 산12-1,임야,평탄지,2003.07.22,300,318,2500,127,400,,,,,,
경상남도,12-13-4-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,부북 제대 737,도로,평탄지,1982.11.10,200,239,1300,136,430,,,,,,
경상남도,12-13-4-3,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,부북 위양 273-6,답,평탄지,1982.11.10,270,309,1500,197,620,,,,,,
경상남도,12-13-4-5,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,밀양시,부북 퇴로 339-3,대지,평탄지,1994.08.16,120,147,1200,89,280,,,,,,
경상남도,12-13-4-1-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,부북 전사포 336,하천,평탄지,1982.11.20,200,239,1400,159,500,,,,,,
경상남도,12-13-4-3-1,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,밀양시,부북 후사포 261,전,평탄지,1982.11.20,270,309,1800,159,500,,,,,,
경상남도,12-13-4-3-2,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,밀양시,부북 후사포 257-1,전,평탄지,1994.08.16,280,307,1800,124,390,,,,,,
경상남도,12-13-4-15-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,부북 위양 175,답,평탄지,1982.11.10,260,299,1500,134,420,,,,,,
경상남도,12-02-5,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,밀양시,상동 도곡 산945,임야,평탄지,2002.05.02,450,469,2000,108,340,,,,,,
경상남도,12-13-19,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,밀양시,상동 매화 444,대지,평탄지,1994.08.16,450,477,2800,172,540,,,,,,
경상남도,12-13-5-1,1,노거수,풍치목,기타,서어나무,Carpinus laxiflora,밀양시,상동 안인 140-18,대지,평탄지,1982.11.10,200,239,1600,140,440,,,,,,
경상남도,12-13-5-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,상동 고정 1821,답,평탄지,1982.11.20,230,269,1600,134,420,,,,,,
경상남도,12-13-5-1-1,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,밀양시,상동 금산 291임,하천,평탄지,1982.11.10,230,269,1600,96,300,,,,,,
경상남도,12-13-6-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,산외 금천 511-7,도로,평탄지,1982.11.10,270,309,1400,112,350,,,,,,
경상남도,12-13-6-2,1,노거수,풍치목,기타,서어나무,Carpinus laxiflora,밀양시,산외 남기 305,임야,평탄지,1982.11.10,230,269,1500,160,500,,,,,,
경상남도,12-13-4,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 봉의 260-2,임야,평탄지,1982.11.10,310,349,1300,160,500,,,,,,
경상남도,12-13-5,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 남명 324,임야,평탄지,1982.11.10,400,439,1500,230,720,,,,,,
경상남도,12-13-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 용전 296,도로,평탄지,1982.11.10,200,239,1500,115,360,,,,,,
경상남도,12-13-7-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 임고 1637,도로,평탄지,1982.11.10,250,289,1600,160,500,,,,,,
경상남도,12-13-7-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 임고 1267-1,구거,평탄지,1982.11.10,250,289,1500,118,370,,,,,,
경상남도,12-13-7-5,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,산내 가인 550,잡종지,평탄지,1982.11.10,280,319,1600,128,400,,,,,,
경상남도,12-00-6,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,밀양시,산내 삼양 805-2,묘지,평탄지,2000.03.16,300,321,1500,80,250,,,,,,
경상남도,12-13-7,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,단장 사연산 15,임야,평탄지,1982.11.10,360,399,1400,191,600,,,,,,
경상남도,12-13-8,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,단장 범도 694-2,임야,평탄지,1982.11.10,300,339,1600,128,400,,,,,,
경상남도,12-13-8-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,단장 구천 484,전,평탄지,1982.11.10,230,269,1500,144,450,,,,,,
경상남도,12-13-8-22-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,단장 구천 1381-26,답,평탄지,1982.11.10,200,239,1500,127,400,,,,,,
경상남도,12-03-13,1,노거수,풍치목,기타,이팝나무,Chionanthus retusa,밀양시,단장 구천 851-1,도로,평탄지,2003.11.18,200,218,2500,112,350,,,,,,
경상남도,12-02-04,1,노거수,풍치목,기타,상수리나무,Quercus acutissima,밀양시,상남 예림 1005-4,구거,평탄지,2002.05.02,300,319,2500,86,270,,,,,,
경상남도,12-13-9,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,상남 외산 716-3,전,평탄지,1982.11.10,330,369,1900,128,400,,,,,,
경상남도,12-13-10-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,초동 명성 323-1,대지,평탄지,1982.11.10,250,289,1500,207,650,,,,,,
경상남도,12-13-10-12-2,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,초동 검암 436-6,전,평탄지,1982.11.10,150,189,1600,144,450,,,,,,
경상남도,12-13-10-4,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,초동 신월 40,답,평탄지,1982.11.10,250,289,1400,128,400,,,,,,
경상남도,12-13-10-5,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,초동 덕산 1085,임야,평탄지,1982.11.10,220,259,1600,160,500,,,,,,
경상남도,12-13-10-12-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,초동 검암 234-4,답,평탄지,1982.11.10,180,219,1500,128,400,,,,,,
경상남도,12-13-10-3,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,초동 검암 436,전,평탄지,1982.11.10,280,319,1400,112,350,,,,,,
경상남도,12-13-10,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 삼태 191-5,임야,평탄지,1982.11.10,300,339,1800,146,460,,,,,,
경상남도,12-13-11,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 화봉 1557-2,도로,평탄지,1982.11.10,400,439,1800,222,700,,,,,,
경상남도,12-13-11,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 화봉 1557-2,도로,평탄지,1982.11.10,400,439,1800,222,700,,,,,,
경상남도,12-13-12,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 죽월 231-1,도로,평탄지,1982.11.10,400,439,1800,190,600,,,,,,
경상남도,12-13-20,1,노거수,풍치목,기타,모과나무,Chaenomeles sinensis,밀양시,무안 중산 1128-1,종교용지,평탄지,1994.08.16,385,412,2000,92,290,,,,,,
경상남도,12-13-11-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 삼태 466-3,도로,평탄지,1982.11.10,260,299,1500,146,460,,,,,,
경상남도,12-13-11-3,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,무안 고라 484-1,도로,평탄지,1982.11.10,250,289,1500,140,440,,,,,,
경상남도,12-13-11-26-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,밀양시,무안 가례 540,도로,평탄지,1982.11.10,210,249,1800,160,500,,,,,,
경상남도,12-13-16,1,노거수,풍치목,기타,서어나무,Carpinus laxiflora,밀양시,청도 조천 245,구거,평탄지,1982.11.10,350,389,1700,122,380,,,,,,
경상남도,12-13-18,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,밀양시,청도 인산 177,도로,평탄지,1982.11.10,350,389,1600,124,390,,,,,,
경상남도,12-13-12-8-1,1,노거수,풍치목,향나무,향나무,Juniperus chinensis,밀양시,청도 고법 691,도로,평탄지,1982.11.10,150,189,600,86,270,,,,,,
경상남도,12-9-33,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,밀양시,초동 반월 1012-6,전,평탄지,2009.09.17,300,312,1300,184,580,,,,,,
경상남도,12-9-34,1,노거수,풍치목,버드나무,왕버들,Salix chaenomeloides,밀양시,초동 반월 1012-6,전,평탄지,2009.09.17,300,312,1300,156,490,,,,,,
경상남도,12-19-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,일운면 소동리 213-2,임야,평탄지,1982.11.10,300,339,1800,208,650,,,,,,
경상남도,12-19-2,1,노거수,풍치목,은행나무,은행나무,Ginkgo biloba,거제시,연초면 명동리 582,도로,평탄지,1982.11.10,300,339,1700,118,370,,,,,,
경상남도,12-19-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,하청면 유계리 1334,도로,평탄지,1982.11.10,400,439,1500,192,600,,,,,,
경상남도,12-19-5,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,아주동 1613-18,대지,평탄지,1982.11.10,300,339,1400,112,350,,,,,,
경상남도,12-19-5-2,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,거제면 서상리 298-1,대지,평탄지,1982.11.10,370,409,800,144,450,,,,,,
경상남도,12-19-9-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,하청면 유계리 1347,도로,평탄지,1982.11.10,350,389,1500,208,650,,,,,,
경상남도,12-19-1-4-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,문동동 603-1,잡종지,평탄지,1982.11.10,250,289,1500,118,370,,,,,,
경상남도,12-19-6-1-8,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,둔덕면 상둔리 906,잡종지,경사지,1982.11.10,160,199,1500,108,340,,,,,,
경상남도,12-19-3-1-5,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,일운면 망치리 795,답,평탄지,1982.11.10,300,339,1400,178,560,,,,,,
경상남도,12-19-4-2-6,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,동부면 산촌리 285-1,답,평탄지,1982.11.10,230,269,1200,152,480,,,,,,
경상남도,12-19-4-5-7,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,동부면 부춘리 410-3,답,평탄지,1982.11.10,200,239,1600,204,640,,,,,,
경상남도,12-19-7-4-11,1,노거수,풍치목,기타,모과나무,Chaenomeles sinensis,거제시,사등면 지석리 237,대지,평탄지,1982.11.10,300,339,1400,80,250,,,,,,
경상남도,12-19-7-6-10,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,사등면 오량리 959-1,대지,평탄지,1982.11.10,300,339,1500,108,340,,,,,,
경상남도,12-19-8-1-12,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,연초면 한내리 235-2,잡종지,경사지,1982.11.10,200,239,2000,128,400,,,,,,
경상남도,12-19-8-2-13,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,거제시,연초면 오비리 529,답,평탄지,1982.11.10,250,289,1200,162,510,,,,,,
경상남도,12-19-12-1-16,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,장목면 시방리 196-3,임야,경사지,1982.11.10,350,389,1500,152,480,,,,,,
경상남도,12-10-6-6-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,둔덕면 방하리 709,전,평탄지,1997.02.19,350,374,1800,112,350,,,,,,
경상남도,12-10-6-10-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,둔덕면 학산리 486-3,학교용지,평탄지,1997.02.19,300,324,1600,96,300,,,,,,
경상남도,12-10-10-8-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,장목면 대금리 330,전,경사지,1997.02.19,320,344,1800,112,350,,,,,,
경상남도,12-09-23,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,거제시,능포동 355,대지,평탄지,2009.05.07,300,312,1200,128,400,,,,,,
경상남도,12-7-1-1,1,희귀목,풍치목,기타,송악,Hedera rhombea,거제시,일운면 망치리 434-7,임야,경사지,2016.10.11,300,305,1000,32,100,,,,,,
경상남도,12-7-1-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,거제시,일운면 망치리 434-7,임야,경사지,2016.10.11,300,305,1200,128,400,,,,,,
경상남도,12-7-1-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,거제시,일운면 망치리 434-7,임야,경사지,2016.10.11,300,305,1200,128,400,,,,,,
경상남도,12-07-21,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,동면 가산리 525,철도용지,경사지,2007.08.22,250,265,1000,92,290,,,,,,
경상남도,12-08-01,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,물금읍 가촌리 708-7,공원,평탄지,2008.04.04,400,414,1600,129,405,,,,,,
경상남도,12-14-1-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,중부동 130-5,임야,산비탈,1982.11.10,380,420,2200,220,690,,,,,,
경상남도,12-14-3-1,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,양산시,동면 사송리 874-1,학교용지,평탄지,1982.11.10,200,240,1000,92,288,,,,,,
경상남도,12-14-3-2,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,동면 금산리 718-6,답,평탄지,1982.11.10,200,240,2600,159,499,,,,,,
경상남도,12-14-5-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,원동면 화제리 433,종교용지,평탄지,1983.01.01,470,509,1500,170,533,,,,,,
경상남도,12-14-6-3-1,1,노거수,풍치목,소나무,소나무,Pinus densiflora Siebold & Zucc.,양산시,상북면 소토리 1305-5,도로,평탄지,1983.01.01,250,289,1500,82,257,,,,,,
경상남도,12-14-7-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,하북면 백록리 1319,하천,평탄지,1983.01.01,300,339,1600,140,439,,,,,,
경상남도,12-14-7-2,1,노거수,풍치목,기타,푸조나무,Aphananthe aspera,양산시,하북면 삼감리 198,대지,평탄지,1983.01.01,300,339,2500,136,427,,,,,,
경상남도,12-14-7-3,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,하북면 백록리 953-4,잡종지,평탄지,1983.01.01,300,339,2200,161,505,,,,,,
경상남도,12-26,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,북부동 327-4,대지,평탄지,1978.08.12,780,824,1400,259,813,,,,,,
경상남도,12-9-12,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,원동면 화제리 1853-1,종교용지,평탄지,2009.03.19,250,263,1600,145,455,,,,,,
경상남도,12-9-12,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,원동면 화제리 1853-1,종교용지,평탄지,2009.03.19,250,263,1500,80,251,,,,,,
경상남도,12-9-13,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,원동면 선리 1324,종교용지,평탄지,2009.03.19,400,413,2500,149,467,,,,,,
경상남도,12-14-8-1-1,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,덕계동 749,전,평탄지,1983.01.01,300,339,1400,130,408,,,,,,
경상남도,12-14-8-9-1,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,매곡동 871,종교용지,평탄지,1983.01.01,300,339,1600,130,408,,,,,,
경상남도,12-14-3,1,노거수,풍치목,느티나무,느티나무,Zelkova serrata,양산시,명동 1044-7,도로,평탄지,1982.11.10,700,740,1300,223,690,,,,,,
경상남도,12-14-8-2,1,노거수,풍치목,팽나무,팽나무,Celtis sinensis,양산시,삼호동 370-9,답,평탄지,1983.01.01,250,289,1500,207,649,,,,,,
